uuid,datetime,borough,theme,message,user_days
2bb462c9-c824-4032-970e-68de55e5bb3f,2025-06-01T15:03:37.480524,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Jeudi
371c790f-82d9-4b02-bf2e-44b6e037932e,2025-06-01T15:03:37.480524,11,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mardi, Mercredi"
de7cbae2-f26b-40c3-a31e-ef1b7675bd5b,2025-06-01T15:03:37.480524,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mercredi, Mardi"
a7297fa4-3cbb-4636-9d0a-9f6ce120bacc,2025-06-01T15:03:37.480524,1,maraude,Où manger dans le quartier ?,
53e79e6c-fcbf-43de-95e9-aaac21073c71,2025-06-01T15:03:37.480524,1,maraude,Je cherche de l'aide pour manger.,Lundi
27cf2852-71e3-44bc-8e28-932a93de4f52,2025-06-01T15:03:37.480524,8,maraude,Je cherche de l'aide pour manger.,"Lundi, Vendredi"
cefec6c5-8f37-49de-ba07-9d43411c6213,2025-06-01T15:03:37.480524,11,maraude,Je cherche de l'aide pour manger.,"Jeudi, Lundi, Mercredi"
eceac886-04cc-4194-8137-6f32b6e6e12b,2025-06-01T15:03:37.480524,14,maraude,Où manger dans le quartier ?,"Vendredi, Lundi, Mercredi"
67c259b9-984a-4939-b655-325f621221ad,2025-06-01T15:03:37.480524,5,maraude,Où manger dans le quartier ?,
60a24169-9ef0-4864-ac62-11924521caf1,2025-06-01T15:03:37.480524,1,maraude,Où manger dans le quartier ?,"Vendredi, Jeudi, Mardi"
73a09fe8-aa43-4ba7-93b3-b9e6bbb56995,2025-06-01T15:03:37.480524,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Mercredi, Lundi"
0e8401df-5817-4cd4-ba7f-eb696833e72d,2025-06-01T15:03:37.480524,12,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Mardi, Mercredi"
4a8c94c5-4500-4adb-9004-3c16aa50f9ba,2025-06-01T15:03:37.480524,16,maraude,Où manger dans le quartier ?,
49f21f56-4aff-4da8-97c8-546b877dedb2,2025-06-01T15:03:37.480524,19,maraude,Je cherche de l'aide pour manger.,"Lundi, Vendredi"
07ac2193-cd10-4d4a-b122-697a465afbd3,2025-06-01T15:03:37.480524,17,maraude,Y a-t-il une maraude prévue cette semaine ?,Vendredi
57ffe186-e77c-49ab-9e22-d24a38ba9ba8,2025-06-01T15:03:37.480524,4,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Jeudi, Mardi"
cdffb9ce-3c9e-487f-9742-2a3186889879,2025-06-01T15:03:37.480524,11,maraude,Je cherche de l'aide pour manger.,"Mardi, Lundi, Vendredi"
1dced930-f843-4a61-ac70-dd08aaed2750,2025-06-01T15:03:37.480524,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Jeudi, Mardi"
34aec91a-dbab-4d33-ad55-d490a74fc0a4,2025-06-01T15:03:37.480524,17,maraude,Où manger dans le quartier ?,"Jeudi, Mardi"
1399086d-d9cc-4766-9db7-4d89c2d817ca,2025-06-01T15:03:37.480524,14,maraude,Y a-t-il une maraude prévue cette semaine ?,
2336137a-b4ef-431a-88ec-6444de5428ab,2025-06-01T15:03:37.480524,15,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Jeudi"
ab0ab35f-5cc4-41f0-a6b3-6bb50254bc51,2025-06-01T15:03:37.480524,20,maraude,Où manger dans le quartier ?,"Vendredi, Mardi, Jeudi"
d6014dc6-3f16-46b1-b8ac-4c8e95045205,2025-06-01T15:03:37.480524,7,maraude,Où manger dans le quartier ?,Jeudi
15360908-bc26-4145-a8f9-a871e294652d,2025-06-01T15:03:37.480524,19,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
34e039cc-5fb2-4672-9474-2ed8076406b3,2025-06-01T15:03:37.480524,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Vendredi, Lundi"
f0444516-320f-43eb-a284-d987ad6277bb,2025-06-01T15:03:37.480524,14,maraude,Y a-t-il une maraude prévue cette semaine ?,
617d8250-2dbd-46a7-88bc-b69c5ad7d937,2025-06-01T15:03:37.480524,16,maraude,Y a-t-il une maraude prévue cette semaine ?,
16443861-1b0c-40ac-8bd2-d112a8db3f69,2025-06-01T15:03:37.480524,19,maraude,Je cherche de l'aide pour manger.,"Lundi, Mercredi, Mardi"
f4768a23-b2f8-431c-99ed-b544963f6628,2025-06-01T15:03:37.480524,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Lundi"
bdacba37-74dc-4722-9b2b-52661a795978,2025-06-01T15:03:37.480524,3,maraude,Je cherche de l'aide pour manger.,"Vendredi, Jeudi"
9d187c15-9e8f-4694-aefc-d6f78cecbd4f,2025-06-01T15:03:37.480524,19,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Mercredi
14ee6e92-6e0a-4cef-95ad-fdc8c73aef46,2025-06-01T15:03:37.480524,7,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Mardi, Lundi"
de724e73-a65b-4977-9f5d-6f966551d1a5,2025-06-01T15:03:37.481530,3,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
30bf76df-1321-4c29-94b1-31098ce11aad,2025-06-01T15:03:37.481530,13,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
cc997c9a-5e1e-47d3-bb51-8b072c76a1d3,2025-06-01T15:03:37.481530,10,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Vendredi, Mardi"
28edb74f-5c47-4c03-a763-9d7915f1f7a7,2025-06-01T15:03:37.481530,6,maraude,Où manger dans le quartier ?,
379377e4-eaaa-41f7-8d0d-5f3966e840c6,2025-06-01T15:03:37.481530,17,maraude,Je cherche de l'aide pour manger.,
d42bd1b9-77a0-4f1d-9c39-213bfb65bb8d,2025-06-01T15:03:37.481530,18,maraude,Y a-t-il une maraude prévue cette semaine ?,
96493d65-993f-4607-a6de-456628194fc8,2025-06-01T15:03:37.481530,15,maraude,Où manger dans le quartier ?,
5d00ca24-05db-4d41-a4fa-eb1ef3f12a74,2025-06-01T15:03:37.481530,19,maraude,Je cherche de l'aide pour manger.,Lundi
0a9fbc28-2646-4034-8897-713860035a86,2025-06-01T15:03:37.481530,4,maraude,Y a-t-il une maraude prévue cette semaine ?,Mardi
31d8a93f-5141-4890-975d-78101d27f26d,2025-06-01T15:03:37.481530,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Mercredi
abb71c89-d0bd-48f9-b10c-c23a8acdb2a6,2025-06-01T15:03:37.481530,20,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mardi"
8afd9c87-f2e8-4aff-9ac7-42f821ef2aa1,2025-06-01T15:03:37.481530,14,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Vendredi, Lundi"
4e210eb0-21d6-48f7-9768-eeccc3083630,2025-06-01T15:03:37.481530,7,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
bd33e0c0-3c4c-47e8-bf76-7cdbc2d69d57,2025-06-01T15:03:37.481530,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Mardi
14884763-0ad3-49fa-ae9e-c9956fcd6ff5,2025-06-01T15:03:37.481530,2,maraude,Je cherche de l'aide pour manger.,"Vendredi, Mardi"
6680583a-81ea-437c-810a-42526b4c4e0b,2025-06-01T15:03:37.481530,9,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Lundi, Mardi"
f5bf12e7-b719-4e40-9412-93867143a1a1,2025-06-01T15:03:37.481530,15,maraude,Je cherche de l'aide pour manger.,"Vendredi, Lundi"
549d3307-5fde-47bb-8975-1bc7f249de85,2025-06-01T15:03:37.481530,4,maraude,Je cherche de l'aide pour manger.,"Lundi, Mardi, Mercredi"
235c9e11-6a63-4eac-ba61-7b324244b26d,2025-06-01T15:03:37.481530,20,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Vendredi, Mardi"
c1d28783-7e08-4ee7-991b-47b04266616e,2025-06-01T15:03:37.481530,2,maraude,Je cherche de l'aide pour manger.,
e3538b65-9000-4548-bf49-40ed8e6f9d28,2025-06-01T15:03:37.481530,15,maraude,Y a-t-il une maraude prévue cette semaine ?,Mardi
bbe97248-c711-4992-854a-16face01cd30,2025-06-01T15:03:37.481530,14,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Vendredi
a3b8d846-75b7-4ef2-9bcb-8a78f4124bc3,2025-06-01T15:03:37.481530,7,maraude,Où manger dans le quartier ?,"Lundi, Jeudi, Mardi"
ec2eb790-2466-4512-8ad7-1c574fa31605,2025-06-01T15:03:37.481530,1,maraude,Je cherche de l'aide pour manger.,Mardi
fd60a756-e890-4d7a-9c45-fb5f87adfa82,2025-06-01T15:03:37.481530,1,maraude,Où manger dans le quartier ?,"Lundi, Jeudi, Mardi"
0a077076-7985-4c7f-99e5-bdfe3dfe6dcf,2025-06-01T15:03:37.481530,20,maraude,Où manger dans le quartier ?,"Mercredi, Vendredi, Jeudi"
24a338d9-3649-4c71-9440-c784f7248afb,2025-06-01T15:03:37.481530,16,maraude,Je cherche de l'aide pour manger.,
c6faf112-09c0-4e85-8e1b-5f9563ca4312,2025-06-01T15:03:37.481530,18,maraude,Y a-t-il une maraude prévue cette semaine ?,
5e6e2795-a814-410d-936f-b9f39588e89c,2025-06-01T15:03:37.481530,20,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Jeudi"
36b658e0-a6df-4bb8-b793-488bf6c60d1f,2025-06-01T15:03:37.481530,6,maraude,Où manger dans le quartier ?,"Vendredi, Mercredi"
f05ebf1e-4063-4e72-899e-9a444699e7c4,2025-06-01T15:03:37.481530,9,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
a5174af6-d780-4fe8-bce9-5d88f642ffcb,2025-06-01T15:03:37.481530,15,maraude,Je cherche de l'aide pour manger.,"Jeudi, Lundi, Vendredi"
85a8973a-4ceb-434b-92a1-e8c7a07de8ff,2025-06-01T15:03:37.481530,15,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Lundi, Jeudi"
2006ea0a-e369-4367-8ffd-20bef24dd40f,2025-06-01T15:03:37.481530,15,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Lundi"
88ac5366-b4c3-4340-af30-5627a3ef1d27,2025-06-01T15:03:37.481530,15,maraude,Je cherche de l'aide pour manger.,Mardi
45bbaeb7-ea22-44c7-826c-345b9ded99ad,2025-06-01T15:03:37.481530,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Mardi, Mercredi"
e3ee2f2b-547f-4e89-85e8-21a43a70c29c,2025-06-01T15:03:37.481530,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
0a291d66-eca7-45d9-a9ac-97a77b917e81,2025-06-01T15:03:37.481530,5,maraude,Où manger dans le quartier ?,"Jeudi, Mardi"
e33aa2ba-5062-411c-82f3-2a543a7319a7,2025-06-01T15:03:37.481530,10,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Jeudi, Vendredi"
ed8ff267-e6ad-4cb9-9711-90d83cdabb65,2025-06-01T15:03:37.481530,4,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Lundi"
4ef0544d-c52b-47f2-96b1-914035a8a61d,2025-06-01T15:03:37.481530,6,maraude,Je cherche de l'aide pour manger.,"Lundi, Mercredi, Mardi"
495949a4-c6a8-4c15-abe5-e34522d5796c,2025-06-01T15:03:37.482525,3,maraude,Je cherche de l'aide pour manger.,
740b1104-61f6-4372-a8dd-e4da0151ca1c,2025-06-01T15:03:37.482525,13,maraude,Je cherche de l'aide pour manger.,
e9835c3d-7a6b-40d9-8ec5-1cab79f18590,2025-06-01T15:03:37.482525,12,maraude,Où manger dans le quartier ?,
b44c5308-6c78-4f9a-bc77-3c0576bf4a38,2025-06-01T15:03:37.482525,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Jeudi"
ad6aacb7-b55d-440a-9d2d-728b07f2d882,2025-06-01T15:03:37.482525,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Jeudi, Lundi"
3d6e36dd-d7ff-4740-b05c-9fc44ebde62e,2025-06-01T15:03:37.482525,17,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Jeudi"
ff41d1e7-6dea-4bce-92af-8250197777c5,2025-06-01T15:03:37.482525,20,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
fe1ce0d5-65c6-417a-b835-05345f2638e6,2025-06-01T15:03:37.482525,7,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mardi"
70ede692-dc6c-432a-820e-dc3b980a50e5,2025-06-01T15:03:37.482525,8,maraude,Où manger dans le quartier ?,Jeudi
1fe89e57-6b7a-4057-aa80-471169ae6384,2025-06-01T15:03:37.482525,19,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Vendredi
6cb346d3-5730-4bd9-9dbb-571b2cd34c96,2025-06-01T15:03:37.482525,11,maraude,Je cherche de l'aide pour manger.,"Mardi, Vendredi"
6e2d1e89-c728-4d20-9875-2557e0b63fff,2025-06-01T15:03:37.482525,6,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Mercredi, Lundi"
4c18d3b1-3fa5-4b40-a189-ac0f17c6109a,2025-06-01T15:03:37.482525,9,maraude,Je cherche de l'aide pour manger.,Vendredi
5c71509a-e848-441e-9e66-9e06db735d76,2025-06-01T15:03:37.482525,7,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
bc9c84c7-3d72-4631-8476-cd2aea12ebab,2025-06-01T15:03:37.482525,11,maraude,Où manger dans le quartier ?,
612a178b-6247-4cc8-b352-5a938278283b,2025-06-01T15:03:37.482525,17,maraude,Y a-t-il une maraude prévue cette semaine ?,Mardi
9a72e8c9-4e36-420e-be50-67a015f60b57,2025-06-01T15:03:37.482525,15,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Mercredi"
dbfaa546-6505-4165-afa2-b975771906aa,2025-06-01T15:03:37.482525,10,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Jeudi"
eabdc473-cc1a-4bdc-8bbf-236d261fc705,2025-06-01T15:03:37.482525,7,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Vendredi, Mercredi"
e2f31e1d-90a5-419f-99f7-e859614d72d0,2025-06-01T15:03:37.482525,7,maraude,Où manger dans le quartier ?,"Mardi, Lundi"
669b9941-529e-46b2-a29d-bbc136208321,2025-06-01T15:03:37.482525,15,maraude,Je cherche de l'aide pour manger.,
5fb71967-dfcf-415d-8fee-8175b816e266,2025-06-01T15:03:37.482525,14,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Vendredi"
a65738af-54e0-4178-9d16-e4bfe2b28424,2025-06-01T15:03:37.482525,12,maraude,Je cherche de l'aide pour manger.,"Vendredi, Lundi, Jeudi"
d98b3f26-daa9-4f24-9cec-7aedb6b0797f,2025-06-01T15:03:37.482525,13,maraude,Où manger dans le quartier ?,Jeudi
89fb371d-9e14-4444-b3f6-0f5999ed40c1,2025-06-01T15:03:37.482525,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mardi, Jeudi"
ff48bb76-3fbf-4497-ba8c-67c7436d184c,2025-06-01T15:03:37.482525,17,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Lundi"
805cc24d-211e-4ba1-b205-42140acdf0d3,2025-06-01T15:03:37.482525,12,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
28550417-4855-4950-8f8c-ce083c75b52c,2025-06-01T15:03:37.482525,20,maraude,Où manger dans le quartier ?,Mercredi
f020f1cb-d70e-4519-8c94-e898a22ece2b,2025-06-01T15:03:37.482525,6,maraude,Je cherche de l'aide pour manger.,Jeudi
72edcc7b-fdf6-4cf8-8532-05539e477d97,2025-06-01T15:03:37.482525,19,maraude,Où manger dans le quartier ?,
fd20c0b1-e35d-4cd8-bf0b-c669bbce8916,2025-06-01T15:03:37.482525,8,maraude,Je cherche de l'aide pour manger.,
11c3720c-9f61-4f2d-8a5a-2393b8cc065d,2025-06-01T15:03:37.482525,18,maraude,Je cherche de l'aide pour manger.,
bdaac040-cb2c-4bc7-b61e-cae554e84a34,2025-06-01T15:03:37.482525,14,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
973453ce-4b25-4496-8cc3-593bf8788865,2025-06-01T15:03:37.482525,18,maraude,Je cherche de l'aide pour manger.,Jeudi
460b6f14-010f-43af-baca-976640c00d73,2025-06-01T15:03:37.482525,8,maraude,Je cherche de l'aide pour manger.,"Vendredi, Jeudi, Mercredi"
1ffffce6-5535-4297-b295-bc9fd0b46866,2025-06-01T15:03:37.482525,12,maraude,Où manger dans le quartier ?,
50b8f5d4-9768-4012-958a-c3d519e6a88c,2025-06-01T15:03:37.482525,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Mercredi, Vendredi"
05ab4318-a7d1-46ba-b77a-3a9c4a2ad330,2025-06-01T15:03:37.482525,1,maraude,Je cherche de l'aide pour manger.,"Jeudi, Mercredi, Vendredi"
a32f3881-a770-4f1f-8470-1b283dde2f90,2025-06-01T15:03:37.482525,20,maraude,Y a-t-il une maraude prévue cette semaine ?,Mardi
8dd8dc5c-7b64-4795-90d1-96ed35dca236,2025-06-01T15:03:37.482525,15,maraude,Où manger dans le quartier ?,"Jeudi, Mardi"
409bc889-f944-4512-99e1-2fca263db395,2025-06-01T15:03:37.482525,10,maraude,Je cherche de l'aide pour manger.,"Lundi, Mardi, Jeudi"
cd54cd85-8768-48bb-aee0-3795431506bc,2025-06-01T15:03:37.482525,7,maraude,Je cherche de l'aide pour manger.,Vendredi
e57add93-d22f-426f-942a-7fa6fabc1312,2025-06-01T15:03:37.482525,11,maraude,Où manger dans le quartier ?,Jeudi
4952d3f6-27c9-4e70-8b58-bb12730028b5,2025-06-01T15:03:37.482525,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Jeudi"
c261d315-e35d-4e89-8c9d-972082cf0779,2025-06-01T15:03:37.482525,18,maraude,Où manger dans le quartier ?,"Jeudi, Mercredi, Lundi"
9bc2ab0a-bbae-441e-a440-e2a1c15c4200,2025-06-01T15:03:37.482525,11,maraude,Je cherche de l'aide pour manger.,"Lundi, Jeudi, Mercredi"
c0101418-0f01-41da-b423-718ec1722952,2025-06-01T15:03:37.483529,15,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Jeudi, Mercredi"
3ed18467-bcc7-4e67-8a1a-ca081f800fde,2025-06-01T15:03:37.483529,16,maraude,Je cherche de l'aide pour manger.,"Vendredi, Mardi"
a7b2fa62-d186-466a-9721-63ccd67be4fe,2025-06-01T15:03:37.483529,4,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Jeudi
37956377-445a-4ac0-961d-9d55fd08b6a7,2025-06-01T15:03:37.483529,3,maraude,Je cherche de l'aide pour manger.,
ae3042b6-dd98-40d8-a2fa-3d8efd769201,2025-06-01T15:03:37.483529,8,maraude,Je cherche de l'aide pour manger.,
c5826fd0-4c98-445f-affd-27b0d5cf1342,2025-06-01T15:03:37.483529,3,maraude,Y a-t-il une maraude prévue cette semaine ?,Mardi
2793b80e-8bec-4ab2-8d71-e7898f147cd2,2025-06-01T15:03:37.483529,13,maraude,Je cherche de l'aide pour manger.,
86b10894-978c-4213-bab9-514b8b1ec40b,2025-06-01T15:03:37.483529,9,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
8e1c904e-1c35-4558-9a2a-16697cdcee4e,2025-06-01T15:03:37.483529,12,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Mercredi, Lundi"
5a3161d5-0133-464f-8974-e6998acf6bfe,2025-06-01T15:03:37.483529,1,maraude,Je cherche de l'aide pour manger.,Mardi
12347d3e-d83e-47dc-9884-949940a8548e,2025-06-01T15:03:37.483529,12,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Mardi"
63c774d4-364e-41f7-b51a-7275f1b2c1c4,2025-06-01T15:03:37.483529,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Lundi, Mardi"
4c4470b4-44f9-4263-8c2b-26fb840a2857,2025-06-01T15:03:37.483529,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Jeudi"
66980f84-dc01-42fa-9c12-eab6853fdf87,2025-06-01T15:03:37.483529,10,maraude,Je cherche de l'aide pour manger.,
e8b457b7-dbaf-40c2-87e9-91860faa185a,2025-06-01T15:03:37.483529,5,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Mardi"
e52b32cc-3380-4c3a-bc0b-1e64fb16635f,2025-06-01T15:03:37.483529,12,maraude,Où manger dans le quartier ?,Lundi
af0d173c-ab9d-4ef3-806f-19ed9e5db002,2025-06-01T15:03:37.483529,1,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Mardi"
7531bb72-7fcc-4ed0-bb3e-8c7cf1caea33,2025-06-01T15:03:37.483529,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Mercredi"
add56897-0403-4f13-93ee-a044135d1008,2025-06-01T15:03:37.483529,15,maraude,Où manger dans le quartier ?,Mardi
5f55c3a2-794b-4db8-af41-c40510cdecf5,2025-06-01T15:03:37.483529,8,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
671cfe88-644e-4c77-9626-251fb0502f50,2025-06-01T15:03:37.483529,10,maraude,Y a-t-il une maraude prévue cette semaine ?,Lundi
7e80e1ae-0365-4f38-ab7b-582df8165b32,2025-06-01T15:03:37.483529,4,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
1c2236c6-6501-4783-96ae-481a5a2742cc,2025-06-01T15:03:37.483529,15,maraude,Où manger dans le quartier ?,"Mardi, Lundi, Vendredi"
502a9755-5426-46c8-b016-7f9009ab46fb,2025-06-01T15:03:37.483529,7,maraude,Je cherche de l'aide pour manger.,Mercredi
21c95c08-a69d-4fd2-9281-c41057974221,2025-06-01T15:03:37.483529,2,maraude,Je cherche de l'aide pour manger.,"Mercredi, Lundi, Jeudi"
2b87eb28-ad23-4b43-8e5f-123b80fafcbd,2025-06-01T15:03:37.483529,5,maraude,Où manger dans le quartier ?,Jeudi
08e3623c-a146-42dc-841b-14b3ef986d6e,2025-06-01T15:03:37.483529,6,maraude,Je cherche de l'aide pour manger.,"Lundi, Vendredi"
757518d2-88c2-42c9-9101-1e8954df9d5e,2025-06-01T15:03:37.483529,10,maraude,Où manger dans le quartier ?,
80e4b9ff-1520-4b0a-9259-c38d7122caee,2025-06-01T15:03:37.483529,9,maraude,Y a-t-il une maraude prévue cette semaine ?,Lundi
96bbdce7-9c69-4964-ade6-d8f32ef16fa4,2025-06-01T15:03:37.483529,9,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Vendredi, Lundi"
7e600262-ba36-4ec2-97e9-c2a10ec285dc,2025-06-01T15:03:37.483529,9,maraude,Où manger dans le quartier ?,"Jeudi, Mardi"
f513f7dd-666c-40b9-8d06-1fb440598cd9,2025-06-01T15:03:37.483529,3,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mardi, Vendredi"
b6ee9d54-2c76-44f3-a845-81c010c94c6f,2025-06-01T15:03:37.483529,2,maraude,Je cherche de l'aide pour manger.,
94e16b73-3b90-4e7c-95bf-e9a38397a215,2025-06-01T15:03:37.484521,7,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
f1013cdc-e90f-47fa-a916-a9880808a6f8,2025-06-01T15:03:37.484521,11,maraude,Je cherche de l'aide pour manger.,"Mercredi, Mardi"
3b2c44b1-b4be-43ec-a04e-425bd317cd40,2025-06-01T15:03:37.484521,2,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Vendredi"
32e0bc64-fb58-4f26-b567-4854caeb8306,2025-06-01T15:03:37.484521,5,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Mardi, Mercredi"
bdf3572f-79d5-475b-ba8b-24a7d44d12f6,2025-06-01T15:03:37.484521,17,maraude,Où manger dans le quartier ?,"Mardi, Mercredi"
f03c3d27-2833-4464-8da8-dd7b56993db9,2025-06-01T15:03:37.484521,16,maraude,Je cherche de l'aide pour manger.,Mercredi
7cf392a7-9931-49a5-bfda-7d42adf3a37a,2025-06-01T15:03:37.484521,4,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Jeudi"
1bb54fb9-1e0b-42e8-a387-0cbcbd778b85,2025-06-01T15:03:37.484521,2,maraude,Je cherche de l'aide pour manger.,"Vendredi, Lundi, Mercredi"
f8494f1e-1b9f-4038-a744-e3ca64a432c4,2025-06-01T15:03:37.484521,7,maraude,Je cherche de l'aide pour manger.,Lundi
b9449849-6fdd-4fb9-955d-23a8b6961a36,2025-06-01T15:03:37.484521,10,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
917f0f7d-7475-41b9-86a7-45ec87b0e1e9,2025-06-01T15:03:37.484521,18,maraude,Où manger dans le quartier ?,"Vendredi, Lundi"
2dbcbffb-fe9a-4e3b-83db-746f7211d69f,2025-06-01T15:03:37.484521,10,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
cced613c-2b38-4d9a-8dec-b1b6da06a15b,2025-06-01T15:03:37.484521,17,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Vendredi
e9475947-0044-4057-9c4c-9b535a5c2934,2025-06-01T15:03:37.484521,13,maraude,Je cherche de l'aide pour manger.,Jeudi
726b5289-bcf9-432d-bdcc-73369e425967,2025-06-01T15:03:37.484521,12,maraude,Je cherche de l'aide pour manger.,Lundi
73240bf2-b334-4308-b9b0-699ede065c7f,2025-06-01T15:03:37.484521,13,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mardi, Mercredi"
28effb77-61d7-4715-aff2-b651d420b51e,2025-06-01T15:03:37.484521,9,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Vendredi, Mercredi"
61f9cb55-e6ee-4154-9225-8cd985153ac4,2025-06-01T15:03:37.484521,2,maraude,Où manger dans le quartier ?,"Lundi, Vendredi"
205300ff-04c6-4743-a1e0-0431a704ef3b,2025-06-01T15:03:37.484521,14,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Vendredi"
51901e39-6b8d-4a8c-ba06-9bfed536dbef,2025-06-01T15:03:37.484521,4,maraude,Je cherche de l'aide pour manger.,"Vendredi, Mercredi"
33bd3c4f-ddd3-4886-a895-52340a67d8ad,2025-06-01T15:03:37.484521,4,maraude,Où manger dans le quartier ?,Vendredi
1dac6bce-0fa7-4a7c-8d70-aba0e824c839,2025-06-01T15:03:37.484521,6,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Jeudi, Vendredi"
7cd07cfb-f06d-4b28-86d7-e2c7f5a60f79,2025-06-01T15:03:37.484521,15,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Lundi"
f4a09e89-bcef-48fb-b78a-c45e1cc6e143,2025-06-01T15:03:37.484521,17,maraude,Je cherche de l'aide pour manger.,Lundi
a2d7eaec-3e3a-437b-9ee3-f0a59b28567b,2025-06-01T15:03:37.484521,11,maraude,Je cherche de l'aide pour manger.,Mardi
834b3f65-acb6-4608-858e-14394180b7de,2025-06-01T15:03:37.484521,19,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Mardi
b2c01b1e-8190-4299-905f-27a8f62e543f,2025-06-01T15:03:37.484521,10,maraude,Je cherche de l'aide pour manger.,"Jeudi, Mercredi"
