texte,sujet
Il y a une maraude ce soir vers rue de Thomas ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Margot Fouquet ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de chemin Anne Gaudin ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Astrid Fontaine dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue Renault ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de chemin de Guilbert ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de avenue de Gallet ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Marty.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin Poulain ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue de Foucher ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Xavier Courtois dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue de Pineau dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de boulevard Humbert ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Océane Chevalier ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Laine ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Turpin ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Le Roux.",maraude
Y a-t-il un hôpital ou un médecin proche de boulevard de Rolland ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Delaunay ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers chemin Delmas ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Richard Couturier ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de chemin Françoise Wagner ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de chemin Brun ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Petit.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Célina Renaud ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin de Dubois ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Riou ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Labbé.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Jacquot ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers rue de Roux ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Lejeune.",maraude
"J’ai des pensées suicidaires, je suis à boulevard Langlois dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Constance Perrin ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Lucie Dos Santos ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue de Chauvin dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Emmanuelle Laroche ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin de Bonnet dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin Stéphanie Morin ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de chemin Nicolas ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Lecoq.",maraude
"J’ai des pensées suicidaires, je suis à rue de Lopez dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Sanchez ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de avenue Geneviève Roy ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue de Faure dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue de Gillet ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue Philippe Peron ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Legendre ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à avenue Leclercq dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Olivie Ollivier ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue Dufour ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers boulevard de Guyot ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers boulevard Emmanuelle Guyot ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à chemin de Poulain dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Klein ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Dorothée Devaux ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue Martineau ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Marchal.",maraude
Quel est le commissariat le plus proche de chemin de Moreau ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Barre dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue Berger ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de avenue de Toussaint ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Joseph Ruiz ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de boulevard Claude Moulin ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue de Chauvet ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers avenue de Bruneau ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à boulevard de Dupuis dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Laporte ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Martine Martel ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Laurent Munoz dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Danielle Garnier.",maraude
Quel est le commissariat le plus proche de rue Marin ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard Charles dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Pottier ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Mathieu.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Julie Payet ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Schmitt ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers boulevard Seguin ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Guillon ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers rue Chantal Bigot ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Maillet ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Rossi ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers rue de Lebrun ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Maryse Carpentier ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Aubert.",maraude
Il y a une maraude ce soir vers rue Patrick Seguin ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Alex Alves.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin Jean ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Juliette Lecoq ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Maurice Marchal ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Bazin ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin Martins ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard de Gillet ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Martine Dufour ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Seguin ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin Caron dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin Dias ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de avenue de Moreau ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Diallo dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Franck Georges ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Vincent ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue de Petitjean ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin Boyer ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Jacqueline Barthelemy ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Catherine De Oliveira.",maraude
Il y a une maraude ce soir vers rue Maury ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin Masse ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de boulevard Legrand ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue Brunel ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Jourdan ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Corinne Martin dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à boulevard Gabriel Mallet dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue de Léger dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue de Pires ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Brunel.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Devaux ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard Martin ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Vidal ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Schneider ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Augustin Sauvage ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Caroline Richard dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Adélaïde Pinto.",maraude
"J’ai des pensées suicidaires, je suis à rue de Giraud dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à chemin Paul dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue de Laroche ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Parent ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers boulevard de Baron ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de chemin Laetitia Benard ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Nicole Delmas.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Franck Blanchet ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Cordier ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Lenoir.",maraude
Il y a une maraude ce soir vers rue Royer ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Lefebvre.",maraude
"J’ai des pensées suicidaires, je suis à avenue de De Sousa dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Bonneau.",maraude
Il y a une maraude ce soir vers avenue de Lévy ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue de Raynaud ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à boulevard Camille Lesage dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Peron.",maraude
Quel est le commissariat le plus proche de boulevard Imbert ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Roux dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de avenue Victor Lamy ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de boulevard Lucie Gros ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Raymond ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Daniel ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard Pereira ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Céline Michaud ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue de Vincent ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Luc Morvan ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Adélaïde Goncalves.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Duhamel ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Vallée.",maraude
Quel est le commissariat le plus proche de boulevard Leblanc ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue de Seguin dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard Émile Normand ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue Ruiz ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de avenue de Bertin ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à avenue de Maurice dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue de Grégoire dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Daniel Diallo ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Pénélope Roussel ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Bazin.",maraude
Il y a une maraude ce soir vers chemin Audrey Lecoq ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Mahe ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Chantal Courtois.",maraude
"J’ai des pensées suicidaires, je suis à boulevard de Le Gall dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Madeleine Besnard.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Philippe.",maraude
Il y a une maraude ce soir vers chemin Isaac Pierre ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin de Lambert ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Susan Grenier ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Catherine Teixeira ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à chemin Schmitt dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue de Gilles ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Henri Lévêque ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Guillou ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers boulevard de Berthelot ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Mace dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Denis Bruneau ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard de Gallet ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de boulevard de Foucher ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Adam ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin Noémi Rodriguez ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard de Lesage dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue de Gallet dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue Michèle Samson dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Jules Mace.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Lemaître ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à chemin Emmanuel Gonzalez dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue de Rousset ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Prévost ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Alix Pichon ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Laetitia Peltier ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Millet.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Delaunay ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard de Nguyen dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Descamps ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers rue Gilles ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de boulevard de Jacquet ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Thomas Bonnet ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Patrick Dupré.",maraude
Y a-t-il un hôpital ou un médecin proche de rue de Gaudin ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue de Poirier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard de Clément ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue Petitjean ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue de Giraud ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue de Bouchet dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Pineau.",maraude
"J’ai des pensées suicidaires, je suis à rue William Thibault dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Timothée Durand.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Bouchet.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Benoit.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Delaunay.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Guillot ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue Éric Raynaud ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue de Clerc dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Bertin ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue de Bouvet ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Teixeira ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Paul Daniel ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Faivre ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à avenue de Gomes dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue de Verdier ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers boulevard Noël ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Alix Legros dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Deschamps.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Chauveau.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Le Goff ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Geneviève Berthelot dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue de Ferrand ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Élodie Barbier.",maraude
Quel est le commissariat le plus proche de rue de Martins ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Charlotte Perrin ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue Augustin Pages ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue Merle ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue de Imbert ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue de Le Goff dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de chemin Valérie Pruvost ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Gérard Teixeira ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Marguerite Diaz dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de avenue Jacques ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Louise Marin ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue Mathilde Duval ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue Astrid Gosselin ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Giraud ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Pons ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de chemin de Rousseau ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Margaud Boyer ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Roux ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Cécile Simon ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue de Caron ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard de Jacob dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue De Oliveira ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Blondel dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Neveu.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Legendre ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de avenue Fischer ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à chemin Hélène Besson dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Geneviève Le Gall ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue Adrienne Bruneau ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Jérôme Weber dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Émile Nicolas ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue de Gomez ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue de Muller ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Lesage ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Maggie Weiss ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à avenue de Benoit dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Grondin ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue de Neveu dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Dupont ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Torres.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Noël Gay.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Odette Charpentier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Monique Lefort ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Cousin.",maraude
Quel est le commissariat le plus proche de rue Brun ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Tessier.",maraude
Il y a une maraude ce soir vers rue Gay ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Bazin ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard Olivie Parent ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Adélaïde Delattre ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Charpentier ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Claire Lebon.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Roger ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de avenue Hardy ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Pruvost.",maraude
"J’ai des pensées suicidaires, je suis à boulevard Corinne Pons dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue de Bouvier dans Paris. Je veux parler à quelqu’un.",santé
